sample_id,component,material,load_case,thickness_mm,cross_section_area_cm2,applied_load_kN,load_factor_g,von_mises_stress_MPa,effective_stress_MPa,stress_concentration_Kt,stress_ratio_R,strain,deformation_mm,elastic_modulus_GPa,yield_strength_MPa,density_g_cm3,temperature_C,fatigue_cycles,fatigue_limit_MPa,crack_length_mm,crack_growth_rate,cumulative_damage_index,safety_margin,utilization_ratio,structural_health_score,rul_cycles,failure_label,risk_class
6381,Rib_Section,Al_7075-T6,1g_Level_Flight,31.2,23.95,764.59,1.824,332.03,830.07,2.5,0.055,0.00452,3.4961,71.7,503,2.81,-19.9,18678,159,50.0,0.015898537201,0.3552,0.606,1.6502,43.04,32240,1,High
6382,Bulkhead,Ti-6Al-4V,Pressurization,10.44,47.82,698.71,-0.075,163.27,571.45,3.5,0.642,0.001174,0.5454,113.8,880,4.43,-4.5,3673,510,50.0,0.007600750791,0.0,1.54,0.6494,60.33,49998,0,Medium
6383,Skin_Panel,Al_2024-T3,Neg1g_Push_Over,8.98,44.9,593.78,0.815,129.94,389.83,3.0,-0.596,0.001786,1.0927,73.1,345,2.78,42.2,16315,138,50.0,1.0259429e-05,0.0128,0.885,1.1299,53.52,49358,0,Medium
6384,Rib_Section,Al_7075-T6,2.5g_Pull_Up,4.51,51.82,30.5,0.038,28.68,28.68,1.0,0.233,0.000458,0.4678,71.7,503,2.81,17.5,56136,159,2.5399,4.5245e-08,0.0001,10.0,0.057,98.23,49997,0,Low
6385,Skin_Panel,Inconel_718,2.5g_Pull_Up,6.32,26.11,121.09,0.747,44.03,66.04,1.5,0.029,0.000227,0.001,200.0,1034,8.19,92.9,28699,620,50.0,2.181716e-06,0.0,10.0,0.0639,63.87,49999,0,Medium
6386,Engine_Mount,Steel_4340,Ground_Taxi,25.39,117.5,122.75,-0.379,5.0,7.5,1.5,-0.454,6.8e-05,0.001,205.0,470,7.85,248.0,8534,413,0.0017,2.02e-10,0.0,10.0,0.016,82.54,49999,0,Low
6387,Tail_Assembly,Ti-6Al-4V,1g_Level_Flight,11.0,21.76,29.77,1.422,34.04,68.08,2.0,-0.003,0.000266,0.1518,113.8,880,4.43,-31.9,17864,510,17.4365,9.76067e-07,0.0,10.0,0.0774,85.58,49999,0,Low
6388,Bulkhead,Ti-6Al-4V,Ground_Taxi,34.26,80.05,108.03,-0.044,33.3,66.6,2.0,-0.582,0.00019,0.5288,113.8,880,4.43,12.3,245,510,0.6285,2.56541e-06,0.0,10.0,0.0757,87.21,49999,0,Low
6389,Fuselage_Frame,Al_7075-T6,2.5g_Pull_Up,20.36,6.5,782.59,2.752,1194.13,2388.26,2.0,-0.163,0.016618,9.5972,71.7,503,2.81,-9.7,3707,159,50.0,0.742636256691,5.0,0.211,4.748,16.57,0,1,Critical
6390,Wing_Spar,Ti-6Al-4V,2.5g_Pull_Up,9.4,51.8,567.6,2.199,98.09,147.14,1.5,0.492,0.000999,0.6451,113.8,880,4.43,245.2,7639,510,50.0,3.418161e-05,0.0,5.981,0.1672,67.68,49999,0,Medium
6391,Fuselage_Frame,Steel_4340,Pressurization,20.26,40.56,272.14,-0.867,93.57,140.35,1.5,-0.793,0.000494,0.3959,205.0,470,7.85,-10.1,7933,413,50.0,3.9477461e-05,0.0,3.349,0.2986,76.45,49998,0,Low
6392,Fuselage_Frame,Al_7075-T6,Hard_Landing,12.4,48.93,676.42,2.046,136.69,136.69,1.0,-0.934,0.001754,0.1223,71.7,503,2.81,18.2,31607,159,50.0,4.406119e-05,0.0173,3.68,0.2718,68.12,49136,0,Medium
6393,Rib_Section,Al_2024-T3,Pressurization,20.48,62.28,420.23,-0.951,67.52,202.57,3.0,-0.919,0.000937,0.5345,73.1,345,2.78,-31.9,67755,138,50.0,0.000139942947,0.0039,1.703,0.5872,58.23,49805,0,Medium
6394,Skin_Panel,Al_7075-T6,Hard_Landing,24.42,74.04,129.39,-0.669,13.69,20.54,1.5,-0.173,0.000318,0.001,71.7,503,2.81,-10.8,9099,159,0.0104,1.146e-09,0.0,10.0,0.0408,87.13,49999,0,Low
6395,Wing_Spar,Al_7075-T6,Pressurization,30.54,72.1,752.98,3.245,124.25,186.38,1.5,0.409,0.001809,0.1866,71.7,503,2.81,165.0,7420,159,50.0,0.000103518532,0.0028,2.699,0.3705,66.67,49861,0,Medium
6396,Wing_Spar,Al_2024-T3,Hard_Landing,6.27,77.53,294.48,2.269,70.14,210.43,3.0,-0.883,0.001088,0.0952,73.1,345,2.78,218.5,2112,138,2.5768,1.220088e-06,0.0001,1.639,0.6099,74.45,49992,0,Medium
6397,Engine_Mount,Inconel_718,Ground_Taxi,15.75,102.12,597.04,1.022,59.51,178.54,3.0,-0.81,0.000149,0.001,200.0,1034,8.19,221.0,4000,620,50.0,9.3684734e-05,0.0,5.791,0.1727,62.18,49999,0,Medium
6398,Engine_Mount,Steel_4340,Gust_Load,24.22,106.97,254.1,-0.846,60.02,90.03,1.5,-0.69,0.000305,0.2583,205.0,470,7.85,244.0,2259,413,3.9484,1.747858e-06,0.0,5.221,0.1916,88.94,49999,0,Low
6399,Wing_Spar,Inconel_718,1g_Level_Flight,4.09,89.78,430.06,2.9,39.58,118.75,3.0,-0.209,0.000163,0.2206,200.0,1034,8.19,291.1,6380,620,17.576,2.754854e-06,0.0,8.708,0.1148,75.41,49999,0,Low
6400,Bulkhead,Inconel_718,Hard_Landing,32.47,14.08,695.65,1.404,489.89,734.83,1.5,0.561,0.002509,0.8555,200.0,1034,8.19,-17.4,20635,620,50.0,0.029720571486,0.008,1.407,0.7107,71.61,49597,0,Medium
6401,Landing_Gear,Inconel_718,Neg1g_Push_Over,19.0,115.55,141.69,3.487,22.36,44.72,2.0,-0.45,2.7e-05,0.001,200.0,1034,8.19,-0.4,332,620,0.2376,7.15637e-07,0.0,10.0,0.0432,100.0,49999,0,Low
6402,Engine_Mount,CFRP,Hard_Landing,10.27,113.95,830.89,1.692,60.66,90.99,1.5,-0.01,0.000363,0.1413,135.0,600,1.6,86.2,30775,300,37.9783,1.234063e-06,0.0001,6.594,0.1517,70.2,49997,0,Medium
6403,Landing_Gear,Inconel_718,Ground_Taxi,16.29,86.85,68.98,-0.914,17.85,62.46,3.5,-0.873,8.9e-05,0.001,200.0,1034,8.19,96.5,19237,620,18.63,9.68444e-07,0.0,10.0,0.0604,80.78,49999,0,Low
6404,Rib_Section,CFRP,1g_Level_Flight,30.45,64.51,458.57,0.045,63.31,126.62,2.0,-0.606,0.000377,0.3433,135.0,600,1.6,-26.5,6897,300,47.704,6.916629e-06,0.0,4.738,0.211,75.55,49999,0,Low
6405,Bulkhead,Al_2024-T3,Hard_Landing,19.29,33.82,779.46,0.779,207.3,310.96,1.5,-0.86,0.002862,1.7986,73.1,345,2.78,87.2,11178,138,50.0,3.4599523e-05,0.0569,1.109,0.9013,62.9,47153,0,Medium
6406,Wing_Spar,Steel_4340,Pressurization,18.8,91.98,804.38,1.253,61.31,122.63,2.0,-0.766,9.5e-05,0.001,205.0,470,7.85,283.7,1730,413,11.6594,6.739539e-06,0.0,3.833,0.2609,80.08,49999,0,Low
6407,Bulkhead,Inconel_718,1g_Level_Flight,19.03,105.95,204.97,3.109,14.49,36.22,2.5,-0.493,0.00019,0.0652,200.0,1034,8.19,82.1,22642,620,4.3145,1.90554e-07,0.0,10.0,0.035,89.9,49999,0,Low
6408,Engine_Mount,Ti-6Al-4V,Neg1g_Push_Over,15.26,81.5,130.95,3.192,22.33,22.33,1.0,-0.824,1e-05,0.001,113.8,880,4.43,250.4,22823,510,0.027,1.182e-09,0.0,10.0,0.0254,89.27,49999,0,Low
6409,Fuselage_Frame,Al_2024-T3,2.5g_Pull_Up,22.15,77.34,618.5,3.046,59.55,59.55,1.0,-0.477,0.000905,0.4652,73.1,345,2.78,73.1,7125,138,1.8692,2.62343e-07,0.0002,5.793,0.1726,97.1,49987,0,Low
6410,Rib_Section,CFRP,Pressurization,21.43,27.2,45.26,0.414,19.32,19.32,1.0,-0.794,8.5e-05,0.2581,135.0,600,1.6,-35.1,4530,300,0.0038,8.5e-10,0.0,10.0,0.0322,87.76,49999,0,Low
6411,Wing_Spar,Steel_4340,1g_Level_Flight,11.85,46.15,417.6,-0.901,93.22,93.22,1.0,0.042,0.00031,0.001,205.0,470,7.85,208.5,13179,413,3.107,2.35752e-07,0.0,5.042,0.1983,92.31,49998,0,Low
6412,Tail_Assembly,Al_7075-T6,Gust_Load,11.52,88.16,678.94,0.156,74.5,111.75,1.5,-0.988,0.001056,0.6252,71.7,503,2.81,-15.2,5845,159,1.7056,2.91798e-07,0.0003,4.501,0.2222,96.17,49985,0,Low
6413,Rib_Section,Steel_4340,Hard_Landing,26.01,6.94,480.61,0.538,678.3,1017.45,1.5,0.268,0.003397,1.2895,205.0,470,7.85,-33.0,18267,413,50.0,0.023408716697,0.1329,0.462,2.1648,44.03,43354,1,High
6414,Skin_Panel,Steel_4340,Pressurization,7.16,78.75,167.93,-0.184,24.93,37.39,1.5,-0.529,0.000237,0.001,205.0,470,7.85,56.9,18704,413,3.8296,2.04745e-07,0.0,10.0,0.0796,86.82,49999,0,Low
6415,Landing_Gear,Inconel_718,Ground_Taxi,27.97,93.17,419.12,3.38,42.85,64.28,1.5,0.086,0.000327,0.1406,200.0,1034,8.19,66.6,57552,620,41.8765,7.27629e-07,0.0,10.0,0.0622,74.53,49999,0,Medium
6416,Bulkhead,Inconel_718,Gust_Load,17.37,43.49,783.87,2.945,194.96,194.96,1.0,-0.143,0.000889,0.7916,200.0,1034,8.19,-30.2,6524,620,50.0,1.9525104e-05,0.0001,5.304,0.1886,75.7,49996,0,Low
6417,Wing_Spar,CFRP,Gust_Load,26.65,13.76,528.46,0.473,364.68,911.71,2.5,-0.762,0.002722,1.693,135.0,600,1.6,107.2,862,300,50.0,0.044693135142,0.0019,0.658,1.5195,49.51,49905,0,High
6418,Rib_Section,CFRP,Ground_Taxi,29.37,99.2,616.05,-0.286,63.81,95.72,1.5,0.78,0.000295,0.3021,135.0,600,1.6,-4.8,32431,300,50.0,1.892041e-06,0.0001,6.268,0.1595,72.51,49996,0,Medium
6419,Bulkhead,Inconel_718,Ground_Taxi,33.89,21.31,292.46,0.978,118.16,295.39,2.5,-0.075,0.000599,0.1595,200.0,1034,8.19,10.9,143,620,1.0412,7.280882e-06,0.0,3.5,0.2857,91.32,49999,0,Low
6420,Wing_Spar,Inconel_718,Ground_Taxi,19.7,47.64,168.33,3.4,31.78,31.78,1.0,0.257,0.000193,0.2943,200.0,1034,8.19,199.9,8899,620,0.0103,1.163e-09,0.0,10.0,0.0307,93.13,49999,0,Low
6421,Engine_Mount,Ti-6Al-4V,Gust_Load,4.36,86.33,224.74,2.791,9.61,14.41,1.5,0.6,4.7e-05,0.001,113.8,880,4.43,310.4,4460,510,0.0385,8.641e-09,0.0,10.0,0.0164,78.4,49999,0,Low
6422,Rib_Section,Ti-6Al-4V,1g_Level_Flight,27.43,98.95,457.87,2.366,32.51,65.02,2.0,-0.611,0.000102,0.2544,113.8,880,4.43,-34.3,7923,510,0.1354,1.709e-08,0.0,10.0,0.0739,91.65,49999,0,Low
6423,Engine_Mount,Al_2024-T3,Ground_Taxi,26.34,104.17,245.38,1.672,23.5,35.25,1.5,-0.437,0.000262,0.3416,73.1,345,2.78,247.0,2876,138,0.0821,2.8538e-08,0.0,9.788,0.1022,91.33,49999,0,Low
6424,Rib_Section,Inconel_718,2.5g_Pull_Up,5.51,66.0,465.25,2.223,62.01,62.01,1.0,-0.905,0.000501,0.0508,200.0,1034,8.19,108.1,16834,620,6.6067,3.92461e-07,0.0,10.0,0.06,88.92,49999,0,Low
6425,Engine_Mount,Al_7075-T6,Gust_Load,14.0,59.73,604.55,0.105,123.22,369.66,3.0,-0.499,0.001758,0.592,71.7,503,2.81,177.6,12369,159,50.0,0.000339032661,0.0045,1.361,0.7349,63.22,49776,0,Medium
6426,Skin_Panel,Ti-6Al-4V,Gust_Load,26.79,102.56,626.89,2.105,78.81,118.22,1.5,0.283,0.000644,0.1262,113.8,880,4.43,52.8,7766,510,50.0,2.3748348e-05,0.0,7.444,0.1343,79.04,49999,0,Low
6427,Bulkhead,CFRP,Gust_Load,30.05,69.75,148.34,0.644,33.34,100.01,3.0,0.464,0.000231,0.001,135.0,600,1.6,83.8,16381,300,50.0,3.317973e-06,0.0,5.999,0.1667,64.47,49999,0,Medium
6428,Tail_Assembly,Steel_4340,Neg1g_Push_Over,34.13,71.54,640.36,-0.813,101.28,354.48,3.5,-0.728,0.000533,0.001,205.0,470,7.85,106.4,1306,413,50.0,0.00130740098,0.0,1.326,0.7542,50.6,49999,0,Medium
6429,Rib_Section,Al_2024-T3,1g_Level_Flight,22.8,54.91,575.06,2.512,106.69,160.03,1.5,-0.01,0.001305,0.001,73.1,345,2.78,28.7,29284,138,39.6378,1.353566e-06,0.0105,2.156,0.4639,74.34,49476,0,Medium
6430,Skin_Panel,Ti-6Al-4V,1g_Level_Flight,3.85,47.87,20.08,1.581,23.77,35.65,1.5,-0.884,5.9e-05,0.1976,113.8,880,4.43,25.1,9085,510,2.1097,2.32214e-07,0.0,10.0,0.0405,99.47,49999,0,Low
6431,Rib_Section,Steel_4340,Ground_Taxi,5.03,60.26,59.45,-0.449,5.46,5.46,1.0,0.263,1e-05,0.2313,205.0,470,7.85,89.8,14348,413,0.0008,5.7e-11,0.0,10.0,0.0116,94.68,49999,0,Low
6432,Engine_Mount,Steel_4340,Gust_Load,34.99,46.96,552.85,-0.431,149.52,224.29,1.5,-0.935,0.000678,0.2503,205.0,470,7.85,169.6,4858,413,50.0,6.3024922e-05,0.0001,2.096,0.4772,60.98,49995,0,Medium
6433,Wing_Spar,Ti-6Al-4V,Pressurization,33.64,44.51,332.31,0.196,60.53,60.53,1.0,0.486,0.000711,0.2084,113.8,880,4.43,307.1,53672,510,37.7299,7.02972e-07,0.0,10.0,0.0688,70.88,49999,0,Medium
6434,Rib_Section,Al_7075-T6,Gust_Load,31.29,119.27,132.73,2.698,5.0,5.0,1.0,-0.53,7.7e-05,0.183,71.7,503,2.81,56.6,9003,159,0.0005,5.4e-11,0.0,10.0,0.0099,94.01,49999,0,Low
6435,Skin_Panel,Al_7075-T6,Ground_Taxi,13.73,43.66,47.29,2.587,5.0,12.5,2.5,0.582,1.8e-05,0.078,71.7,503,2.81,67.5,3085,159,0.0183,5.933e-09,0.0,10.0,0.0249,92.22,49999,0,Low
6436,Engine_Mount,Al_2024-T3,1g_Level_Flight,21.44,34.48,143.89,2.595,23.41,35.12,1.5,-0.453,0.000326,0.2048,73.1,345,2.78,260.5,2597,138,0.2314,8.9089e-08,0.0,9.823,0.1018,96.97,49999,0,Low
6437,Fuselage_Frame,Al_7075-T6,Ground_Taxi,11.58,45.7,814.31,-0.52,153.74,153.74,1.0,-0.529,0.001942,0.7153,71.7,503,2.81,96.8,4879,159,16.1111,3.302136e-06,0.0043,3.272,0.3056,78.06,49786,0,Low
6438,Engine_Mount,Al_2024-T3,Ground_Taxi,30.25,72.94,621.16,1.969,88.37,132.56,1.5,-0.567,0.001119,0.7295,73.1,345,2.78,198.3,22220,138,15.6579,7.04677e-07,0.0037,2.603,0.3842,75.96,49813,0,Low
6439,Bulkhead,CFRP,Ground_Taxi,13.89,109.76,453.27,1.142,54.1,54.1,1.0,-0.291,0.000326,0.3103,135.0,600,1.6,0.5,5521,300,3.2065,5.80783e-07,0.0,10.0,0.0902,93.54,49999,0,Low
6440,Tail_Assembly,Ti-6Al-4V,Ground_Taxi,23.14,95.6,800.89,-0.357,84.28,84.28,1.0,0.085,0.000639,0.109,113.8,880,4.43,28.4,1289,510,8.797,6.82464e-06,0.0,10.0,0.0958,93.27,49999,0,Low
6441,Fuselage_Frame,Steel_4340,Ground_Taxi,23.98,101.86,530.05,2.945,31.26,62.52,2.0,-0.379,0.000276,0.0462,205.0,470,7.85,12.2,8886,413,3.2109,3.61339e-07,0.0,7.518,0.133,100.0,49999,0,Low
6442,Bulkhead,Al_2024-T3,Hard_Landing,25.11,103.79,619.54,2.714,52.65,131.62,2.5,-0.872,0.000786,0.3635,73.1,345,2.78,116.7,3617,138,50.0,3.5264958e-05,0.0001,2.621,0.3815,52.04,49996,0,Medium
6443,Bulkhead,Al_7075-T6,Hard_Landing,17.33,110.86,247.43,0.763,34.94,104.82,3.0,-0.15,0.000366,0.2095,71.7,503,2.81,47.2,38060,159,50.0,2.617315e-06,0.0001,4.799,0.2084,61.9,49995,0,Medium
6444,Bulkhead,Al_2024-T3,Gust_Load,20.88,32.03,504.74,2.574,152.44,533.54,3.5,-0.435,0.001959,1.083,73.1,345,2.78,-7.7,7001,138,50.0,0.003371746695,0.0104,0.647,1.5465,43.02,49478,1,High
6445,Wing_Spar,Inconel_718,Gust_Load,3.04,57.71,130.52,1.547,10.64,15.96,1.5,-0.077,1e-05,0.0455,200.0,1034,8.19,135.4,5678,620,0.0642,1.1308e-08,0.0,10.0,0.0154,91.74,49999,0,Low
6446,Bulkhead,Al_2024-T3,Pressurization,5.44,49.3,349.77,2.88,48.24,48.24,1.0,-0.407,0.000641,0.4224,73.1,345,2.78,88.8,8922,138,1.6667,1.86811e-07,0.0001,7.151,0.1398,95.45,49993,0,Low
6447,Wing_Spar,Al_7075-T6,Pressurization,20.6,48.92,37.92,0.177,5.0,10.0,2.0,-0.326,9e-05,0.0194,71.7,503,2.81,144.9,437,159,0.0002,3.73e-10,0.0,10.0,0.0199,90.53,49999,0,Low
6448,Bulkhead,Inconel_718,Hard_Landing,33.59,80.01,191.97,0.221,13.45,13.45,1.0,-0.092,0.000109,0.1831,200.0,1034,8.19,-40.4,11356,620,0.0011,9.8e-11,0.0,10.0,0.013,100.0,49999,0,Low
6449,Landing_Gear,Inconel_718,1g_Level_Flight,34.73,51.21,72.89,0.878,12.94,25.88,2.0,-0.724,1e-05,0.001,200.0,1034,8.19,-4.6,64890,620,5.8497,9.0148e-08,0.0,10.0,0.025,100.0,49999,0,Low
6450,Skin_Panel,Al_7075-T6,Neg1g_Push_Over,2.65,75.88,335.73,-0.093,51.39,102.78,2.0,-0.691,0.000699,0.3663,71.7,503,2.81,8.4,6304,159,50.0,1.915924e-05,0.0001,4.894,0.2043,78.91,49996,0,Low
6451,Fuselage_Frame,Inconel_718,1g_Level_Flight,3.3,48.96,718.15,1.853,142.44,142.44,1.0,-0.72,0.000707,0.5443,200.0,1034,8.19,-17.0,41034,620,50.0,2.5690563e-05,0.0001,7.259,0.1378,80.15,49994,0,Low
6452,Landing_Gear,Ti-6Al-4V,Pressurization,32.28,40.78,327.46,-0.03,83.07,207.68,2.5,-0.399,0.00085,0.6301,113.8,880,4.43,29.2,1948,510,50.0,0.000196147161,0.0,4.237,0.236,65.33,49999,0,Medium
6453,Bulkhead,Steel_4340,Gust_Load,25.8,45.6,708.58,0.348,162.46,243.68,1.5,-0.645,0.00087,0.43,205.0,470,7.85,0.9,13373,413,50.0,0.000216814666,0.0003,1.929,0.5185,69.63,49983,0,Medium
6454,Fuselage_Frame,Ti-6Al-4V,Hard_Landing,3.82,97.43,561.46,-0.392,39.18,58.77,1.5,0.127,0.000201,0.5183,113.8,880,4.43,-48.6,2785,510,0.8276,2.97175e-07,0.0,10.0,0.0668,92.04,49999,0,Low
6455,Fuselage_Frame,Ti-6Al-4V,1g_Level_Flight,3.22,74.12,438.0,3.085,87.38,87.38,1.0,-0.976,0.000579,0.1733,113.8,880,4.43,59.1,31703,510,44.547,1.405136e-06,0.0,10.0,0.0993,78.97,49998,0,Low
6456,Rib_Section,Al_7075-T6,Neg1g_Push_Over,5.12,117.01,208.99,0.285,6.74,10.11,1.5,-0.605,8.3e-05,0.5347,71.7,503,2.81,21.3,19358,159,0.0299,1.542e-09,0.0,10.0,0.0201,100.0,49999,0,Low
6457,Tail_Assembly,Al_7075-T6,Ground_Taxi,17.6,100.76,784.61,-0.151,85.62,128.43,1.5,0.444,0.00113,0.48,71.7,503,2.81,-50.1,31198,159,50.0,2.2469359e-05,0.0026,3.916,0.2553,77.05,49868,0,Low
6458,Landing_Gear,Steel_4340,2.5g_Pull_Up,22.83,60.86,55.53,0.998,5.0,10.0,2.0,0.207,1e-05,0.001,205.0,470,7.85,108.3,17684,413,0.0485,2.74e-09,0.0,10.0,0.0213,90.21,49999,0,Low
6459,Tail_Assembly,Al_2024-T3,Hard_Landing,17.37,32.87,588.69,-0.307,180.73,271.09,1.5,0.696,0.002397,0.9391,73.1,345,2.78,58.9,16742,138,50.0,3.503747e-06,0.0493,1.273,0.7858,63.85,47537,0,Medium
6460,Fuselage_Frame,Ti-6Al-4V,Hard_Landing,10.63,82.5,531.84,-0.193,66.67,133.33,2.0,-0.578,0.000644,0.001,113.8,880,4.43,-42.1,11280,510,50.0,3.0238066e-05,0.0,6.6,0.1515,74.36,49999,0,Medium
6461,Wing_Spar,Inconel_718,Neg1g_Push_Over,8.8,88.56,380.47,1.522,67.85,101.77,1.5,-0.678,0.000189,0.2969,200.0,1034,8.19,108.4,11831,620,50.0,6.350258e-06,0.0,10.0,0.0984,75.85,49999,0,Low
6462,Fuselage_Frame,Steel_4340,Ground_Taxi,12.88,58.38,211.87,0.223,32.8,32.8,1.0,-0.526,0.000345,0.1704,205.0,470,7.85,18.7,22916,413,4.0401,1.76301e-07,0.0,10.0,0.0698,94.38,49999,0,Low
6463,Tail_Assembly,Ti-6Al-4V,Ground_Taxi,6.81,31.44,371.78,2.447,137.74,275.48,2.0,-0.369,0.001139,0.3611,113.8,880,4.43,-13.1,12756,510,17.8223,1.397172e-06,0.0001,3.194,0.313,80.42,49996,0,Low
6464,Landing_Gear,Al_2024-T3,2.5g_Pull_Up,3.74,69.08,743.13,1.079,111.93,167.89,1.5,-0.969,0.001594,0.9042,73.1,345,2.78,-46.9,8506,138,50.0,7.007691e-05,0.0037,2.055,0.4866,84.57,49815,0,Low
6465,Bulkhead,Inconel_718,Ground_Taxi,1.83,34.19,712.88,0.859,236.29,236.29,1.0,-0.593,0.001115,0.347,200.0,1034,8.19,75.3,18443,620,50.0,3.1127036e-05,0.0004,4.376,0.2285,77.44,49980,0,Low
6466,Rib_Section,Ti-6Al-4V,Neg1g_Push_Over,3.68,113.1,800.76,1.134,44.1,132.3,3.0,-0.956,0.000236,0.001,113.8,880,4.43,114.6,49853,510,50.0,1.5020789e-05,0.0,6.652,0.1503,70.27,49999,0,Medium
6467,Rib_Section,CFRP,Gust_Load,21.52,77.32,268.55,2.501,41.96,104.91,2.5,0.704,0.000296,0.5942,135.0,600,1.6,-22.6,36053,300,50.0,1.1247495e-05,0.0,5.719,0.1748,68.13,49999,0,Medium
6468,Rib_Section,Steel_4340,Ground_Taxi,13.91,38.57,335.17,-0.958,46.8,70.2,1.5,0.792,0.000103,0.1162,205.0,470,7.85,18.0,5904,413,18.2705,3.094602e-06,0.0,6.695,0.1494,85.37,49999,0,Low
6469,Bulkhead,Al_7075-T6,Gust_Load,4.41,29.81,25.73,-0.62,7.76,7.76,1.0,0.576,0.000123,0.0648,71.7,503,2.81,-13.4,7338,159,0.0045,6.09e-10,0.0,10.0,0.0154,95.47,49999,0,Low
6470,Rib_Section,Ti-6Al-4V,Pressurization,18.7,87.42,802.08,1.223,107.06,160.59,1.5,-0.062,0.000938,0.5391,113.8,880,4.43,45.2,47368,510,50.0,7.2469135e-05,0.0001,5.48,0.1825,77.1,49995,0,Low
6471,Landing_Gear,Inconel_718,Pressurization,20.22,86.4,286.69,1.614,54.87,54.87,1.0,-0.928,0.000205,0.001,200.0,1034,8.19,97.5,3976,620,0.0075,1.883e-09,0.0,10.0,0.0531,95.45,49999,0,Low
6472,Bulkhead,Inconel_718,Gust_Load,17.73,73.67,349.5,-0.725,58.52,146.3,2.5,0.564,0.000308,0.001,200.0,1034,8.19,-32.1,2050,620,30.6535,1.4952903e-05,0.0,7.068,0.1415,79.77,49999,0,Low
6473,Rib_Section,Steel_4340,Neg1g_Push_Over,6.93,75.64,772.56,1.471,97.77,146.66,1.5,-0.187,0.000581,0.4798,205.0,470,7.85,-2.8,9706,413,6.534,6.73193e-07,0.0,3.205,0.312,95.57,49998,0,Low
6474,Bulkhead,Steel_4340,Hard_Landing,31.35,74.44,452.34,0.742,68.94,68.94,1.0,-0.502,0.000325,0.001,205.0,470,7.85,-26.2,8857,413,16.7287,1.888757e-06,0.0,6.818,0.1467,93.5,49999,0,Low
6475,Tail_Assembly,Inconel_718,Hard_Landing,11.05,46.41,485.59,1.359,142.37,355.93,2.5,0.618,0.000639,0.001,200.0,1034,8.19,-15.0,11905,620,50.0,0.000170330314,0.0,2.905,0.3442,71.98,49998,0,Medium
6476,Skin_Panel,Inconel_718,Hard_Landing,28.47,112.8,158.04,-0.458,15.14,15.14,1.0,-0.995,0.000116,0.001,200.0,1034,8.19,-32.3,487,620,0.0,2.1e-11,0.0,10.0,0.0146,100.0,49999,0,Low
6477,Skin_Panel,Inconel_718,1g_Level_Flight,23.87,60.12,428.87,2.789,85.76,171.51,2.0,0.709,0.000473,0.2324,200.0,1034,8.19,56.1,3466,620,2.556,7.37463e-07,0.0,6.029,0.1659,97.86,49999,0,Low
6478,Landing_Gear,Ti-6Al-4V,Hard_Landing,16.6,7.34,781.3,0.168,1058.33,2116.65,2.0,-0.335,0.009271,2.8223,113.8,880,4.43,-47.4,24341,510,50.0,0.074353853131,0.4514,0.416,2.4053,40.21,27431,1,High
6479,Engine_Mount,Inconel_718,Neg1g_Push_Over,10.06,45.06,479.32,-0.038,122.43,122.43,1.0,0.766,0.000749,0.0493,200.0,1034,8.19,125.0,6703,620,43.3991,6.47458e-06,0.0,8.446,0.1184,72.31,49999,0,Medium
6480,Wing_Spar,Al_7075-T6,2.5g_Pull_Up,23.32,19.98,224.3,3.321,125.84,251.68,2.0,-0.223,0.001725,1.4969,71.7,503,2.81,205.0,37253,159,50.0,0.000208090422,0.0146,1.999,0.5003,59.75,49269,0,Medium
6481,Rib_Section,Inconel_718,Pressurization,32.69,46.79,36.19,0.021,5.0,12.5,2.5,-0.627,0.000174,0.001,200.0,1034,8.19,-8.3,12618,620,0.027,2.144e-09,0.0,10.0,0.0121,94.89,49999,0,Low
6482,Wing_Spar,Al_7075-T6,Ground_Taxi,28.63,74.95,292.49,3.233,50.68,126.71,2.5,0.62,0.000641,0.8416,71.7,503,2.81,145.1,322,159,9.5939,2.9794776e-05,0.0,3.97,0.2519,69.64,49999,0,Medium
6483,Bulkhead,Ti-6Al-4V,Hard_Landing,25.65,7.61,490.98,0.147,657.85,1315.7,2.0,0.246,0.005866,0.3364,113.8,880,4.43,11.7,57363,510,50.0,0.043216012453,0.1588,0.669,1.4951,57.93,42059,0,Medium
6484,Wing_Spar,Steel_4340,1g_Level_Flight,10.77,105.07,45.8,1.454,15.46,15.46,1.0,0.774,5.3e-05,0.1357,205.0,470,7.85,154.1,5719,413,0.0065,1.135e-09,0.0,10.0,0.0329,93.14,49999,0,Low
6485,Landing_Gear,Al_7075-T6,Pressurization,25.7,75.19,522.23,2.369,68.84,68.84,1.0,-0.12,0.000987,0.7532,71.7,503,2.81,30.5,6905,159,18.0143,2.608882e-06,0.0002,7.307,0.1369,85.11,49987,0,Low
6486,Landing_Gear,Ti-6Al-4V,Pressurization,28.01,38.97,449.67,0.03,133.83,200.75,1.5,0.737,0.000973,0.8723,113.8,880,4.43,101.6,36226,510,50.0,5.1027872e-05,0.0002,4.384,0.2281,70.76,49991,0,Medium
6487,Fuselage_Frame,Inconel_718,Gust_Load,3.82,40.79,668.09,1.863,149.77,449.31,3.0,-0.182,0.000966,0.001,200.0,1034,8.19,25.3,31557,620,50.0,0.004623572763,0.0001,2.301,0.4345,56.57,49994,0,Medium
